timestamp,raw_hum,target_hum,turn_on_thres,turn_off_thres,peltier,cold_fan,ntc_temp,dew_point,state_elapsed_ms,profile,condensing_started,fan_boost_allowed,sht30_temp
19238,72.06,60.0,59.1,61.0,0,0,30.48,26.36,19007,2,0,1,32.03
19744,72.06,60.0,59.1,61.0,0,0,30.48,26.36,19507,2,0,1,32.03
20250,72.05,60.0,59.1,61.0,1,0,30.45,26.34,0,2,0,1,32.02
20756,72.05,60.0,59.1,61.0,1,0,30.45,26.34,500,2,0,1,32.02
21262,71.99,60.0,59.1,61.0,1,0,30.24,26.34,1000,2,0,1,32.03
21768,71.99,60.0,59.1,61.0,1,0,30.24,26.34,1500,2,0,1,32.03
22274,71.99,60.0,59.1,61.0,1,0,30.24,26.34,2000,2,0,1,32.03
22780,71.98,60.0,59.1,61.0,1,0,30.41,26.34,2500,2,0,1,32.02
23286,71.98,60.0,59.1,61.0,1,0,30.41,26.32,3000,2,0,1,32.02
23792,71.98,60.0,59.1,61.0,1,0,30.41,26.32,3502,2,0,1,32.02
24298,71.95,60.0,59.1,61.0,1,0,30.45,26.3,4004,2,0,1,32.0
24804,71.95,60.0,59.1,61.0,1,0,30.45,26.3,4504,2,0,1,32.0
25310,71.96,60.0,59.1,61.0,1,0,30.27,26.32,5004,2,0,1,32.02
25816,71.96,60.0,59.1,61.0,1,0,30.27,26.32,5504,2,0,1,32.02
26322,71.98,60.0,59.1,61.0,1,0,30.2,26.32,6004,2,0,1,32.04
26828,71.98,60.0,59.1,61.0,1,0,30.06,26.35,6504,2,0,1,32.0
27334,71.98,60.0,59.1,61.0,1,0,30.06,26.31,7004,2,0,1,32.0
27840,71.91,60.0,59.1,61.0,1,0,30.11,26.32,7504,2,0,1,32.03
28346,71.92,60.0,59.1,61.0,1,0,30.01,26.32,8004,2,0,1,32.03
28852,71.92,60.0,59.1,61.0,1,0,30.01,26.32,8504,2,0,1,32.03
29358,71.92,60.0,59.1,61.0,1,0,29.44,26.32,9004,2,0,1,32.02
29864,71.92,60.0,59.1,61.0,1,0,29.44,26.31,9504,2,0,1,32.02
30370,71.92,60.0,59.1,61.0,1,0,29.51,26.31,10004,2,0,1,32.02
30876,71.93,60.0,59.1,61.0,1,0,29.35,26.31,10504,2,0,1,32.03
31382,71.93,60.0,59.1,61.0,1,0,29.35,26.32,11004,2,0,1,32.03
31888,71.87,60.0,59.1,61.0,1,0,29.69,26.31,11508,2,0,1,32.03
32394,71.87,60.0,59.1,61.0,1,0,29.69,26.31,12008,2,0,1,32.03
32900,71.9,60.0,59.1,61.0,1,0,29.46,26.31,12508,2,0,1,32.04
33406,71.85,60.0,59.1,61.0,1,0,28.92,26.33,13008,2,0,1,32.02
33912,71.85,60.0,59.1,61.0,1,0,28.92,26.29,13508,2,0,1,32.02
34418,71.87,60.0,59.1,61.0,1,0,28.85,26.31,14008,2,0,1,32.03
34924,71.87,60.0,59.1,61.0,1,0,28.85,26.31,14508,2,0,1,32.03
35430,71.86,60.0,59.1,61.0,1,0,28.53,26.31,15008,2,0,1,32.03
35936,71.86,60.0,59.1,61.0,1,0,28.53,26.31,15508,2,0,1,32.03
36442,71.87,60.0,59.1,61.0,1,0,28.94,26.31,16008,2,0,1,32.06
36948,71.87,60.0,59.1,61.0,1,0,28.94,26.34,16508,2,0,1,32.06
37454,71.87,60.0,59.1,61.0,1,0,28.94,26.34,17008,2,0,1,32.06
37960,71.87,60.0,59.1,61.0,1,0,28.94,26.34,17508,2,0,1,32.06
38466,71.84,60.0,59.1,61.0,1,0,28.08,26.29,18008,2,0,1,32.02
38972,71.82,60.0,59.1,61.0,1,0,27.97,26.29,18508,2,0,1,32.04
39478,71.82,60.0,59.1,61.0,1,0,27.97,26.31,19008,2,0,1,32.04
39984,71.82,60.0,59.1,61.0,1,0,27.97,26.31,19508,2,0,1,32.04
40490,71.82,60.0,59.1,61.0,1,0,27.97,26.31,20008,2,0,1,32.04
40996,71.82,60.0,59.1,61.0,1,0,27.97,26.31,20508,2,0,1,32.04
41502,71.8,60.0,59.1,61.0,1,0,27.39,26.31,21008,2,0,1,32.04
42008,71.8,60.0,59.1,61.0,1,0,27.39,26.31,21508,2,0,1,32.04
42514,71.8,60.0,59.1,61.0,1,0,27.39,26.31,22008,2,0,1,32.04
43020,71.8,60.0,59.1,61.0,1,0,27.39,26.31,23010,2,0,1,32.04
43526,71.84,60.0,59.1,61.0,1,0,26.96,26.32,23510,2,0,1,32.04
44032,71.84,60.0,59.1,61.0,1,0,26.96,26.32,24010,2,0,1,32.04
44538,71.83,60.0,59.1,61.0,1,0,26.85,26.29,24510,2,0,1,32.02
45044,71.79,60.0,59.1,61.0,1,0,26.54,26.3,25010,2,0,1,32.04
45551,71.79,60.0,59.1,61.0,1,0,26.54,26.3,25510,2,0,1,32.04
46057,71.8,60.0,59.1,61.0,1,0,26.34,26.31,26010,2,0,1,32.04
46563,71.8,60.0,59.1,61.0,1,0,26.34,26.31,26510,2,0,1,32.04
47069,71.79,60.0,59.1,61.0,1,0,26.38,26.32,27010,2,0,1,32.06
47575,71.79,60.0,59.1,61.0,1,0,26.38,26.32,27510,2,0,1,32.06
48081,71.79,60.0,59.1,61.0,1,0,26.38,26.32,28010,2,0,1,32.06
48587,71.76,60.0,59.1,61.0,1,0,25.92,26.33,28510,2,0,1,32.07
49093,71.8,60.0,59.1,61.0,1,0,25.81,26.31,29010,2,0,1,32.04
49599,71.76,60.0,59.1,61.0,1,0,25.72,26.31,29510,2,0,1,32.06
50105,71.76,60.0,59.1,61.0,1,0,25.72,26.31,30010,2,0,1,32.06
50611,71.78,60.0,59.1,61.0,1,0,25.65,26.32,30510,2,0,1,32.06
51117,71.78,60.0,59.1,61.0,1,0,25.56,26.3,31010,2,0,1,32.04
51623,71.78,60.0,59.1,61.0,1,0,25.56,26.3,31510,2,0,1,32.04
