timestamp,raw_hum,filtered_hum,turn_on_thres,turn_off_thres,peltier,cold_fan,ntc_temp,dew_point,cycle_extreme_hum,overshoot_on_learned,overshoot_off_learned,last_cycle_duration_ms,phase_reversed,sht30_temp,target_hum,reversal_delta,cold_fan_used_this_phase,state_elapsed_ms
45788,88.39,88.39,59.7,60.3,1,0,27.43,29.37,88.54,0.3,0.3,20001,1,31.55,60.0,0.15,0,25527
46297,88.35,88.37,59.7,60.3,1,0,27.54,29.35,88.54,0.3,0.3,20001,1,31.53,60.0,0.16,0,26027
46806,88.32,88.36,59.7,60.3,1,0,27.18,29.35,88.54,0.3,0.3,20001,1,31.53,60.0,0.17,0,26527
47314,88.32,88.34,59.7,60.3,1,0,27.18,29.34,88.54,0.3,0.3,20001,1,31.53,60.0,0.19,0,27027
47823,88.35,88.34,59.7,60.3,1,0,27.01,29.35,88.54,0.3,0.3,20001,1,31.53,60.0,0.19,0,27527
48332,88.3,88.35,59.7,60.3,1,0,26.76,29.35,88.54,0.3,0.3,20001,1,31.53,60.0,0.19,0,28027
48841,88.3,88.32,59.7,60.3,1,0,26.76,29.34,88.54,0.3,0.3,20001,1,31.53,60.0,0.21,0,28527
49350,88.3,88.31,59.7,60.3,1,0,26.76,29.34,88.54,0.3,0.3,20001,1,31.53,60.0,0.22,0,29027
49859,88.32,88.32,59.7,60.3,1,0,26.72,29.33,88.54,0.3,0.3,20001,1,31.52,60.0,0.22,0,29527
50368,88.31,88.32,59.7,60.3,1,0,26.34,29.33,88.54,0.3,0.3,20001,1,31.55,60.0,0.21,0,30027
50876,88.31,88.31,59.7,60.3,1,0,26.34,29.35,88.54,0.3,0.3,20001,1,31.55,60.0,0.22,0,30527
51385,88.3,88.31,59.7,60.3,1,0,26.69,29.35,88.54,0.3,0.3,20001,1,31.55,60.0,0.23,0,31027
51894,88.28,88.3,59.7,60.3,1,0,26.16,29.35,88.54,0.3,0.3,20001,1,31.53,60.0,0.23,0,31527
52403,88.28,88.29,59.7,60.3,1,0,26.16,29.33,88.54,0.3,0.3,20001,1,31.53,60.0,0.24,0,32027
52912,88.26,88.29,59.7,60.3,1,0,25.87,29.33,88.54,0.3,0.3,20001,1,31.53,60.0,0.25,0,32527
53421,88.26,88.27,59.7,60.3,1,0,25.87,29.33,88.54,0.3,0.3,20001,1,31.53,60.0,0.26,0,33027
53930,88.19,88.27,59.7,60.3,1,0,25.72,29.33,88.54,0.3,0.3,20001,1,31.53,60.0,0.26,0,33527
54438,88.19,88.23,59.7,60.3,1,0,25.72,29.32,88.54,0.3,0.3,20001,1,31.53,60.0,0.3,0,34027
54947,88.21,88.21,59.7,60.3,1,0,25.63,29.32,88.54,0.3,0.3,20001,1,31.53,60.0,0.32,0,34527
55456,88.19,88.21,59.7,60.3,1,0,25.41,29.32,88.54,0.3,0.3,20001,1,31.53,60.0,0.32,0,35027
55965,88.19,88.2,59.7,60.3,1,0,25.41,29.32,88.54,0.3,0.3,20001,1,31.53,60.0,0.33,0,35527
56474,88.15,88.2,59.7,60.3,1,0,25.32,29.32,88.54,0.3,0.3,20001,1,31.53,60.0,0.33,0,36027
56983,88.15,88.17,59.7,60.3,1,0,25.32,29.31,88.54,0.3,0.3,20001,1,31.53,60.0,0.36,0,36527
57492,88.07,88.16,59.7,60.3,1,0,25.25,29.31,88.54,0.3,0.3,20001,1,31.53,60.0,0.37,0,37027
58000,88.07,88.12,59.7,60.3,1,1,25.25,29.29,88.54,0.3,0.3,20001,1,31.53,60.0,0.41,1,37527
58509,88.07,88.1,59.7,60.3,1,1,24.92,29.29,88.54,0.3,0.3,20001,1,31.57,60.0,0.44,1,38027
59018,88.01,88.09,59.7,60.3,1,1,24.81,29.33,88.54,0.3,0.3,20001,1,31.52,60.0,0.45,1,38527
59527,88.01,88.05,59.7,60.3,1,1,24.81,29.27,88.54,0.3,0.3,20001,1,31.52,60.0,0.49,1,39027
60036,88.01,88.02,59.7,60.3,1,1,24.81,29.27,88.54,0.3,0.3,20001,1,31.52,60.0,0.52,1,40032
60545,87.99,88.0,59.7,60.3,1,1,24.95,29.31,88.54,0.3,0.3,20001,1,31.57,60.0,0.53,1,40532
61054,87.99,87.99,59.7,60.3,1,1,24.95,29.31,88.54,0.3,0.3,20001,1,31.57,60.0,0.54,1,41032
61563,87.99,87.99,59.7,60.3,1,1,24.95,29.31,88.54,0.3,0.3,20001,1,31.57,60.0,0.54,1,41532
62072,87.99,87.99,59.7,60.3,1,1,24.95,29.31,88.54,0.3,0.3,20001,1,31.57,60.0,0.54,1,42032
62581,87.15,87.57,59.7,60.3,1,1,25.17,29.07,88.54,0.3,0.3,20001,1,31.49,60.0,0.96,1,42532
63102,86.89,87.36,59.7,60.3,1,1,25.17,29.07,88.54,0.3,0.3,20001,1,31.48,60.0,1.17,1,43032
63611,86.89,87.12,59.7,60.3,1,1,25.17,29.0,88.54,0.3,0.3,20001,1,31.48,60.0,1.41,1,43532
64120,86.89,87.01,59.7,60.3,1,1,25.17,29.0,88.54,0.3,0.3,20001,1,31.48,60.0,1.53,1,44032
64629,86.44,86.72,59.7,60.3,1,1,25.34,28.91,88.54,0.3,0.3,20001,1,31.48,60.0,1.81,1,44532
65138,86.14,86.58,59.7,60.3,1,1,25.21,28.91,88.54,0.3,0.3,20001,1,31.45,60.0,1.95,1,45032
65647,86.14,86.36,59.7,60.3,1,1,25.21,28.83,88.54,0.3,0.3,20001,1,31.45,60.0,2.17,1,45532
66156,85.77,86.06,59.7,60.3,1,1,25.32,28.72,88.54,0.3,0.3,20001,1,31.42,60.0,2.47,1,46032
66665,85.77,85.91,59.7,60.3,1,1,25.32,28.72,88.54,0.3,0.3,20001,1,31.42,60.0,2.62,1,46532
67174,85.04,85.48,59.7,60.3,1,1,25.34,28.55,88.54,0.3,0.3,20001,1,31.4,60.0,3.05,1,47032
67683,85.04,85.26,59.7,60.3,1,1,25.34,28.55,88.54,0.3,0.3,20001,1,31.4,60.0,3.27,1,47536
68192,84.5,84.88,59.7,60.3,1,1,25.21,28.46,88.54,0.3,0.3,20001,1,31.41,60.0,3.65,1,48036
68701,84.28,84.69,59.7,60.3,1,1,24.95,28.46,88.54,0.3,0.3,20001,1,31.4,60.0,3.84,1,48536
69210,84.28,84.49,59.7,60.3,1,1,24.95,28.4,88.54,0.3,0.3,20001,1,31.4,60.0,4.04,1,49036
69719,83.9,84.19,59.7,60.3,1,1,24.86,28.3,88.54,0.3,0.3,20001,1,31.38,60.0,4.34,1,49536
70227,83.5,84.05,59.7,60.3,1,1,24.68,28.3,88.54,0.3,0.3,20001,1,31.35,60.0,4.49,1,50036
70735,83.5,83.77,59.7,60.3,1,1,24.68,28.19,88.54,0.3,0.3,20001,1,31.35,60.0,4.76,1,50536
71244,83.02,83.39,59.7,60.3,1,1,24.64,28.05,88.54,0.3,0.3,20001,1,31.31,60.0,5.14,1,51036
71753,83.02,83.21,59.7,60.3,1,1,24.64,28.05,88.54,0.3,0.3,20001,1,31.31,60.0,5.33,1,51536
72262,82.4,82.8,59.7,60.3,1,1,24.68,27.93,88.54,0.3,0.3,20001,1,31.31,60.0,5.73,1,52036
72771,82.4,82.6,59.7,60.3,1,1,24.68,27.93,88.54,0.3,0.3,20001,1,31.31,60.0,5.93,1,52536
73280,81.6,82.5,59.7,60.3,1,1,24.55,27.93,88.54,0.3,0.3,20001,1,31.27,60.0,6.03,1,53036
73789,81.6,82.05,59.7,60.3,1,1,24.55,27.72,88.54,0.3,0.3,20001,1,31.27,60.0,6.48,1,53536
74298,81.16,81.82,59.7,60.3,1,1,24.49,27.72,88.54,0.3,0.3,20001,1,31.27,60.0,6.71,1,54036
74807,80.9,81.49,59.7,60.3,1,1,24.44,27.62,88.54,0.3,0.3,20001,1,31.25,60.0,7.04,1,54536
75316,80.9,81.19,59.7,60.3,1,1,24.44,27.56,88.54,0.3,0.3,20001,1,31.25,60.0,7.34,1,55036
75825,80.62,80.91,59.7,60.3,1,1,24.11,27.51,88.54,0.3,0.3,20001,1,31.27,60.0,7.62,1,55536
76334,80.4,80.76,59.7,60.3,1,1,24.03,27.51,88.54,0.3,0.3,20001,1,31.25,60.0,7.77,1,56036
76844,80.4,80.58,59.7,60.3,1,1,24.03,27.45,88.54,0.3,0.3,20001,1,31.25,60.0,7.95,1,56536
77353,79.87,80.49,59.7,60.3,1,1,24.07,27.45,88.54,0.3,0.3,20001,1,31.21,60.0,8.04,1,57036
77862,79.52,80.18,59.7,60.3,1,1,24.0,27.29,88.54,0.3,0.3,20001,1,31.21,60.0,8.35,1,57536
78371,79.52,79.85,59.7,60.3,1,1,24.0,27.22,88.54,0.3,0.3,20001,1,31.21,60.0,8.68,1,58036
78880,79.15,79.68,59.7,60.3,1,1,23.94,27.22,88.54,0.3,0.3,20001,1,31.21,60.0,8.85,1,58536
79389,79.15,79.42,59.7,60.3,1,1,23.94,27.14,88.54,0.3,0.3,20001,1,31.21,60.0,9.12,1,59036
79898,79.15,79.28,59.7,60.3,1,1,23.94,27.14,88.54,0.3,0.3,20001,1,31.21,60.0,9.25,1,59536
80407,79.15,79.21,59.7,60.3,1,1,23.94,27.14,88.54,0.3,0.3,20001,1,31.21,60.0,9.32,1,60036
80916,79.15,79.18,59.7,60.3,1,1,23.94,27.14,88.54,0.3,0.3,20001,1,31.21,60.0,9.35,1,60536
81425,77.92,79.16,59.7,60.3,1,1,23.68,27.14,88.54,0.3,0.3,20001,1,31.18,60.0,9.37,1,61036
81934,77.92,78.54,59.7,60.3,1,1,23.68,26.85,88.54,0.3,0.3,20001,1,31.18,60.0,9.99,1,61536
82443,77.36,78.23,59.7,60.3,1,1,23.63,26.85,88.54,0.3,0.3,20001,1,31.18,60.0,10.3,1,62040
82952,77.36,77.79,59.7,60.3,1,1,23.63,26.73,88.54,0.3,0.3,20001,1,31.18,60.0,10.74,1,62540
83461,76.85,77.58,59.7,60.3,1,1,23.55,26.73,88.54,0.3,0.3,20001,1,31.17,60.0,10.95,1,63040
83970,76.85,77.22,59.7,60.3,1,1,23.55,26.6,88.54,0.3,0.3,20001,1,31.17,60.0,11.32,1,63540
84479,76.85,77.04,59.7,60.3,1,1,23.55,26.6,88.54,0.3,0.3,20001,1,31.17,60.0,11.5,1,64040
84988,76.36,76.7,59.7,60.3,1,1,23.31,26.45,88.54,0.3,0.3,20001,1,31.13,60.0,11.83,1,64540
85497,76.01,76.53,59.7,60.3,1,1,23.46,26.45,88.54,0.3,0.3,20001,1,31.14,60.0,12.0,1,65040
86006,76.01,76.27,59.7,60.3,1,1,23.46,26.38,88.54,0.3,0.3,20001,1,31.14,60.0,12.26,1,65540
86515,75.59,76.14,59.7,60.3,1,1,23.44,26.38,88.54,0.3,0.3,20001,1,31.1,60.0,12.39,1,66040
87024,75.59,75.86,59.7,60.3,1,1,23.44,26.25,88.54,0.3,0.3,20001,1,31.1,60.0,12.67,1,66540
87533,75.59,75.72,59.7,60.3,1,1,23.44,26.25,88.54,0.3,0.3,20001,1,31.1,60.0,12.81,1,67040
88042,74.83,75.66,59.7,60.3,1,1,23.33,26.25,88.54,0.3,0.3,20001,1,31.13,60.0,12.88,1,67540
88551,74.83,75.04,59.7,60.3,1,1,23.33,26.11,88.54,0.3,0.3,20001,1,31.13,60.0,13.5,1,68547
89060,74.49,74.76,59.7,60.3,1,1,23.18,26.02,88.54,0.3,0.3,20001,1,31.12,60.0,13.77,1,69047
89569,74.49,74.63,59.7,60.3,1,1,23.18,26.02,88.54,0.3,0.3,20001,1,31.12,60.0,13.91,1,69547
90078,74.49,74.56,59.7,60.3,1,1,23.18,26.02,88.54,0.3,0.3,20001,1,31.12,60.0,13.97,1,70047
90587,73.88,74.22,59.7,60.3,1,1,23.22,25.89,88.54,0.3,0.3,20001,1,31.13,60.0,14.31,1,70547
91096,73.88,74.05,59.7,60.3,1,1,23.22,25.89,88.54,0.3,0.3,20001,1,31.13,60.0,14.48,1,71047
91605,73.37,73.71,59.7,60.3,1,1,23.05,25.72,88.54,0.3,0.3,20001,1,31.07,60.0,14.82,1,71547
92114,73.37,73.54,59.7,60.3,1,1,23.05,25.72,88.54,0.3,0.3,20001,1,31.07,60.0,14.99,1,72047
92623,73.37,73.45,59.7,60.3,1,1,23.05,25.72,88.54,0.3,0.3,20001,1,31.07,60.0,15.08,1,72547
93132,72.8,73.13,59.7,60.3,1,1,23.0,25.6,88.54,0.3,0.3,20001,1,31.09,60.0,15.4,1,73047
93641,72.55,72.84,59.7,60.3,1,1,22.96,25.54,88.54,0.3,0.3,20001,1,31.09,60.0,15.69,1,73550
94150,72.55,72.69,59.7,60.3,1,1,22.96,25.54,88.54,0.3,0.3,20001,1,31.09,60.0,15.84,1,74050
94659,72.27,72.48,59.7,60.3,1,1,22.72,25.46,88.54,0.3,0.3,20001,1,31.07,60.0,16.05,1,74550
95168,72.27,72.37,59.7,60.3,1,1,22.72,25.46,88.54,0.3,0.3,20001,1,31.07,60.0,16.16,1,75050
95677,72.03,72.2,59.7,60.3,1,1,22.81,25.41,88.54,0.3,0.3,20001,1,31.07,60.0,16.33,1,75550
96186,71.72,71.96,59.7,60.3,1,1,22.44,25.35,88.54,0.3,0.3,20001,1,31.09,60.0,16.57,1,76050
96695,71.72,71.84,59.7,60.3,1,1,22.44,25.35,88.54,0.3,0.3,20001,1,31.09,60.0,16.69,1,76550
97204,71.34,71.59,59.7,60.3,1,1,22.85,25.25,88.54,0.3,0.3,20001,1,31.07,60.0,16.94,1,77050
97713,71.16,71.38,59.7,60.3,1,1,22.87,25.19,88.54,0.3,0.3,20001,1,31.06,60.0,17.15,1,77550
98222,70.89,71.14,59.7,60.3,1,1,22.2,25.11,88.54,0.3,0.3,20001,1,31.04,60.0,17.4,1,78050
98731,70.89,71.01,59.7,60.3,1,1,22.2,25.11,88.54,0.3,0.3,20001,1,31.04,60.0,17.52,1,78550
99240,70.53,70.95,59.7,60.3,1,1,22.46,25.11,88.54,0.3,0.3,20001,1,31.06,60.0,17.58,1,79050
99749,70.53,70.74,59.7,60.3,1,1,22.46,25.04,88.54,0.3,0.3,20001,1,31.06,60.0,17.79,1,79550
100258,70.3,70.52,59.7,60.3,1,1,22.44,24.97,88.54,0.3,0.3,20001,1,31.04,60.0,18.01,1,80050
100767,70.07,70.3,59.7,60.3,1,1,22.42,24.91,88.54,0.3,0.3,20001,1,31.04,60.0,18.24,1,80550
101276,70.07,70.18,59.7,60.3,1,1,22.42,24.91,88.54,0.3,0.3,20001,1,31.04,60.0,18.35,1,81050
101785,69.79,69.99,59.7,60.3,1,1,22.33,24.87,88.54,0.3,0.3,20001,1,31.06,60.0,18.54,1,81550
102294,69.51,69.89,59.7,60.3,1,1,22.57,24.87,88.54,0.3,0.3,20001,1,31.03,60.0,18.64,1,82050
102803,69.51,69.7,59.7,60.3,1,1,22.57,24.77,88.54,0.3,0.3,20001,1,31.03,60.0,18.83,1,82550
103312,69.27,69.49,59.7,60.3,1,1,22.35,24.74,88.54,0.3,0.3,20001,1,31.06,60.0,19.05,1,83050
103821,68.97,69.38,59.7,60.3,1,1,22.33,24.74,88.54,0.3,0.3,20001,1,31.06,60.0,19.15,1,83550
104330,68.97,69.18,59.7,60.3,1,1,22.33,24.67,88.54,0.3,0.3,20001,1,31.06,60.0,19.35,1,84050
104839,68.72,68.95,59.7,60.3,1,1,22.31,24.61,88.54,0.3,0.3,20001,1,31.06,60.0,19.58,1,84550
105348,68.72,68.83,59.7,60.3,1,1,22.31,24.61,88.54,0.3,0.3,20001,1,31.06,60.0,19.7,1,85050
105857,68.72,68.77,59.7,60.3,1,1,22.31,24.61,88.54,0.3,0.3,20001,1,31.06,60.0,19.76,1,85550
106366,68.36,68.57,59.7,60.3,1,1,22.13,24.49,88.54,0.3,0.3,20001,1,31.03,60.0,19.96,1,86052
106875,68.36,68.46,59.7,60.3,1,1,22.13,24.49,88.54,0.3,0.3,20001,1,31.03,60.0,20.07,1,86552
107384,68.06,68.26,59.7,60.3,1,1,22.03,24.4,88.54,0.3,0.3,20001,1,31.01,60.0,20.27,1,87052
107893,67.94,68.1,59.7,60.3,1,1,22.11,24.39,88.54,0.3,0.3,20001,1,31.03,60.0,20.43,1,87552
108402,67.94,68.02,59.7,60.3,1,1,22.11,24.39,88.54,0.3,0.3,20001,1,31.03,60.0,20.51,1,88052
108911,67.6,67.81,59.7,60.3,1,1,22.07,24.29,88.54,0.3,0.3,20001,1,31.01,60.0,20.72,1,88552
109420,67.43,67.7,59.7,60.3,1,1,22.03,24.29,88.54,0.3,0.3,20001,1,31.0,60.0,20.83,1,89052
109929,67.43,67.57,59.7,60.3,1,1,22.03,24.23,88.54,0.3,0.3,20001,1,31.0,60.0,20.97,1,89552
110438,67.43,67.5,59.7,60.3,1,1,22.03,24.23,88.54,0.3,0.3,20001,1,31.0,60.0,21.03,1,90052
110947,67.43,67.46,59.7,60.3,1,1,22.03,24.23,88.54,0.3,0.3,20001,1,31.0,60.0,21.07,1,90552
111456,66.75,67.11,59.7,60.3,1,1,21.4,24.07,88.54,0.3,0.3,20001,1,31.0,60.0,21.42,1,91052
111965,66.48,66.93,59.7,60.3,1,1,21.7,24.07,88.54,0.3,0.3,20001,1,31.01,60.0,21.6,1,91552
112474,66.48,66.71,59.7,60.3,1,1,21.7,24.01,88.54,0.3,0.3,20001,1,31.01,60.0,21.82,1,92052
112983,66.48,66.6,59.7,60.3,1,1,21.7,24.01,88.54,0.3,0.3,20001,1,31.01,60.0,21.94,1,92552
113492,66.48,66.54,59.7,60.3,1,1,21.7,24.01,88.54,0.3,0.3,20001,1,31.01,60.0,21.99,1,93052
114001,66.02,66.28,59.7,60.3,1,1,21.7,23.89,88.54,0.3,0.3,20001,1,31.01,60.0,22.25,1,93552
114510,65.82,66.15,59.7,60.3,1,1,21.57,23.89,88.54,0.3,0.3,20001,1,30.97,60.0,22.38,1,94052
115019,65.66,65.98,59.7,60.3,1,1,21.57,23.8,88.54,0.3,0.3,20001,1,31.0,60.0,22.55,1,94552
115528,65.66,65.82,59.7,60.3,1,1,21.57,23.79,88.54,0.3,0.3,20001,1,31.0,60.0,22.71,1,95052
116037,65.66,65.74,59.7,60.3,1,1,21.57,23.79,88.54,0.3,0.3,20001,1,31.0,60.0,22.79,1,95552
116546,65.03,65.7,59.7,60.3,1,1,21.44,23.79,88.54,0.3,0.3,20001,1,30.97,60.0,22.83,1,96052
117055,65.03,65.37,59.7,60.3,1,1,21.44,23.6,88.54,0.3,0.3,20001,1,30.97,60.0,23.17,1,96552
117564,64.84,65.02,59.7,60.3,1,1,21.46,23.58,88.54,0.3,0.3,20001,1,31.0,60.0,23.51,1,97560
118077,64.64,64.83,59.7,60.3,1,1,21.42,23.52,88.54,0.3,0.3,20001,1,30.98,60.0,23.7,1,98073
118587,64.64,64.73,59.7,60.3,1,1,21.42,23.52,88.54,0.3,0.3,20001,1,30.98,60.0,23.8,1,98573
119096,64.4,64.57,59.7,60.3,1,0,21.7,23.44,88.54,0.3,0.3,20001,1,30.97,60.0,23.96,1,99073
119605,64.4,64.49,59.7,60.3,1,0,21.7,23.44,88.54,0.3,0.3,20001,1,30.97,60.0,24.04,1,99573
120114,64.2,64.35,59.7,60.3,1,0,21.4,23.38,88.54,0.3,0.3,20001,1,30.96,60.0,24.19,1,100073
120623,64.03,64.19,59.7,60.3,1,0,21.29,23.35,88.54,0.3,0.3,20001,1,30.97,60.0,24.34,1,100573
121132,64.03,64.11,59.7,60.3,1,0,21.29,23.35,88.54,0.3,0.3,20001,1,30.97,60.0,24.42,1,101073
121641,63.77,63.94,59.7,60.3,1,0,21.18,23.27,88.54,0.3,0.3,20001,1,30.96,60.0,24.59,1,101573
122150,63.68,63.81,59.7,60.3,1,0,20.79,23.27,88.54,0.3,0.3,20001,1,30.98,60.0,24.72,1,102073
122659,63.68,63.75,59.7,60.3,1,0,20.79,23.27,88.54,0.3,0.3,20001,1,30.98,60.0,24.79,1,102573
123168,63.68,63.71,59.7,60.3,1,0,20.79,23.27,88.54,0.3,0.3,20001,1,30.98,60.0,24.82,1,103073
123677,63.68,63.7,59.7,60.3,1,0,20.79,23.27,88.54,0.3,0.3,20001,1,30.98,60.0,24.83,1,103573
124186,63.6,63.65,59.7,60.3,1,0,20.45,23.25,88.54,0.3,0.3,20001,1,30.98,60.0,24.88,1,104073
124695,63.59,63.62,59.7,60.3,1,0,20.36,23.23,88.54,0.3,0.3,20001,1,30.97,60.0,24.91,1,104573
125204,63.59,63.6,59.7,60.3,1,0,20.36,23.23,88.54,0.3,0.3,20001,1,30.97,60.0,24.93,1,105073
