timestamp,raw_hum,target_hum,turn_on_thres,turn_off_thres,peltier,cold_fan,ntc_temp,dew_point,state_elapsed_ms,profile,condensing_started,fan_boost_allowed,sht30_temp
21260,70.1,55.0,54.1,56.0,1,0,29.62,25.75,500,2,0,1,31.89
21766,70.05,55.0,54.1,56.0,1,0,29.69,25.75,1000,2,0,1,31.89
22274,70.05,55.0,54.1,56.0,1,0,29.69,25.74,1500,2,0,1,31.89
22780,69.99,55.0,54.1,56.0,1,0,29.53,25.74,2000,2,0,1,31.9
23286,70.03,55.0,54.1,56.0,1,0,29.85,25.76,2500,2,0,1,31.92
23792,69.99,55.0,54.1,56.0,1,0,29.53,25.76,3000,2,0,1,31.9
24298,69.99,55.0,54.1,56.0,1,0,29.53,25.74,3500,2,0,1,31.9
24804,69.96,55.0,54.1,56.0,1,0,29.6,25.72,4000,2,0,1,31.89
25310,69.95,55.0,54.1,56.0,1,0,29.17,25.72,4500,2,0,1,31.92
25816,69.95,55.0,54.1,56.0,1,0,29.17,25.74,5000,2,0,1,31.92
26325,69.95,55.0,54.1,56.0,1,0,29.17,25.74,5500,2,0,1,31.92
26831,69.93,55.0,54.1,56.0,1,0,29.33,25.74,6000,2,0,1,31.9
27337,69.93,55.0,54.1,56.0,1,0,29.33,25.72,6500,2,0,1,31.9
27843,69.9,55.0,54.1,56.0,1,0,28.8,25.72,7000,2,0,1,31.9
28349,69.92,55.0,54.1,56.0,1,0,29.15,25.75,7517,2,0,1,31.93
28855,69.87,55.0,54.1,56.0,1,0,29.03,25.75,8017,2,0,1,31.9
29361,69.87,55.0,54.1,56.0,1,0,29.03,25.71,8517,2,0,1,31.9
29867,69.85,55.0,54.1,56.0,1,0,28.87,25.71,9017,2,0,1,31.93
30373,69.85,55.0,54.1,56.0,1,0,28.87,25.73,9517,2,0,1,31.93
30879,69.85,55.0,54.1,56.0,1,0,28.87,25.73,10017,2,0,1,31.93
31385,69.81,55.0,54.1,56.0,1,0,28.6,25.69,10517,2,0,1,31.9
31891,69.79,55.0,54.1,56.0,1,0,28.31,25.69,11017,2,0,1,31.9
32397,69.79,55.0,54.1,56.0,1,0,28.31,25.69,11517,2,0,1,31.9
32903,69.78,55.0,54.1,56.0,1,0,28.4,25.69,12017,2,0,1,31.93
33409,69.77,55.0,54.1,56.0,1,0,28.22,25.71,12517,2,0,1,31.92
33915,69.77,55.0,54.1,56.0,1,0,28.22,25.7,13017,2,0,1,31.92
34421,69.76,55.0,54.1,56.0,1,0,28.08,25.72,13517,2,0,1,31.95
34927,69.76,55.0,54.1,56.0,1,0,28.08,25.72,14017,2,0,1,31.95
