timestamp,raw_hum,filtered_hum,current_tick,prev_tick,v,turn_on_thres,turn_off_thres,peltier,cold_fan,ntc_temp,dew_point,cycle_extreme_hum,overshoot_on_learned,overshoot_off_learned
157238,52.86,53.25,157063,157063,0.0,47.95,50.3,1,0,18.44,19.76,80.23,2.05,0.3
157745,52.86,53.25,157063,157063,0.0,47.95,50.3,1,0,18.44,19.76,80.23,2.05,0.3
158253,52.1,52.99,158063,158063,0.0,47.95,50.3,1,0,18.32,19.76,80.23,2.05,0.3
158761,52.1,52.99,158063,158063,0.0,47.95,50.3,1,0,18.32,19.76,80.23,2.05,0.3
159269,52.1,52.39,159063,159063,0.0,47.95,50.3,1,0,18.32,19.51,80.23,2.05,0.3
159777,51.7,52.39,159063,159063,0.0,47.95,50.3,1,0,17.5,19.51,80.23,2.05,0.3
160285,51.7,51.93,160063,160063,0.0,47.95,50.3,1,0,17.5,19.38,80.23,2.05,0.3
160792,51.7,51.93,160063,160063,0.0,47.95,50.3,1,0,17.5,19.38,80.23,2.05,0.3
161299,51.7,51.77,161063,161063,0.0,47.95,50.3,1,0,17.5,19.38,80.23,2.05,0.3
161807,51.48,51.77,161063,161063,0.0,47.95,50.3,1,0,16.98,19.38,80.23,2.05,0.3
162315,51.48,51.58,162063,162063,0.0,47.95,50.3,1,0,16.98,19.27,80.23,2.05,0.3
162823,51.48,51.58,162063,162063,0.0,47.95,50.3,1,0,16.98,19.27,80.23,2.05,0.3
163330,51.58,51.51,163063,163063,0.0,47.95,50.3,1,0,16.66,19.27,80.23,2.05,0.3
163837,51.58,51.51,163063,163063,0.0,47.95,50.3,1,0,16.66,19.27,80.23,2.05,0.3
164345,51.58,51.56,164063,164063,0.04,47.95,50.3,1,0,16.66,19.34,80.23,2.05,0.3
164852,51.69,51.56,164063,164063,0.04,47.95,50.3,1,0,16.42,19.34,80.23,2.05,0.3
165360,51.69,51.65,165063,165063,0.09,47.95,50.3,1,0,16.42,19.34,80.23,2.05,0.3
165868,51.75,51.65,165063,165063,0.09,47.95,50.3,1,0,16.31,19.34,80.23,2.05,0.3
166375,51.75,51.72,166063,166063,0.07,47.95,50.3,1,0,16.31,19.4,80.23,2.05,0.3
166882,51.75,51.72,166063,166063,0.07,47.95,50.3,1,0,16.31,19.4,80.23,2.05,0.3
167389,51.76,51.75,167067,167067,0.03,47.95,50.3,1,0,16.22,19.39,80.23,2.05,0.3
167897,51.76,51.75,167067,167067,0.03,47.95,50.3,1,0,16.22,19.39,80.23,2.05,0.3
168404,51.76,51.76,168067,168067,0.01,47.95,50.3,1,0,16.22,19.39,80.23,2.05,0.3
168916,51.75,51.76,168067,168067,0.01,47.95,50.3,1,0,15.97,19.39,80.23,2.05,0.3
169424,51.75,51.75,169067,169067,0.0,47.95,50.3,1,0,15.97,19.4,80.23,2.05,0.3
169932,51.75,51.75,169067,169067,0.0,47.95,50.3,1,0,15.97,19.4,80.23,2.05,0.3
170440,51.76,51.76,170067,170067,0.0,47.95,50.3,1,0,16.03,19.4,80.23,2.05,0.3
170947,51.76,51.76,170067,170067,0.0,47.95,50.3,1,0,16.03,19.4,80.23,2.05,0.3
171455,51.82,51.76,171067,171067,0.0,47.95,50.3,1,0,15.51,19.4,80.23,2.05,0.3
171962,51.82,51.76,171067,171067,0.0,47.95,50.3,1,0,15.51,19.4,80.23,2.05,0.3
172469,51.81,51.8,172067,172067,0.03,47.95,50.3,1,0,15.42,19.42,80.23,2.05,0.3
172976,51.81,51.8,172067,172067,0.03,47.95,50.3,1,0,15.42,19.42,80.23,2.05,0.3
173484,51.81,51.8,173067,173067,0.0,47.95,50.3,1,0,15.42,19.42,80.23,2.05,0.3
173992,51.83,51.8,173067,173067,0.0,47.95,50.3,1,0,15.64,19.42,80.23,2.05,0.3
174500,51.83,51.82,174067,174067,0.02,47.95,50.3,1,0,15.64,19.44,80.23,2.05,0.3
175007,51.83,51.82,174067,174067,0.02,47.95,50.3,1,0,15.64,19.44,80.23,2.05,0.3
175515,51.86,51.83,175067,175067,0.0,47.95,50.3,1,0,15.47,19.44,80.23,2.05,0.3
176023,51.86,51.83,175067,175067,0.0,47.95,50.3,1,0,15.47,19.44,80.23,2.05,0.3
176530,51.86,51.85,176067,176067,0.01,47.95,50.3,1,0,15.47,19.43,80.23,2.05,0.3
177037,51.99,51.85,176067,176067,0.01,47.95,50.3,1,0,15.29,19.43,80.23,2.05,0.3
177544,51.99,51.95,177067,177067,0.09,47.95,50.3,1,0,15.29,19.49,80.23,2.05,0.3
178051,52.04,51.95,177067,177067,0.09,47.95,50.3,1,0,15.19,19.49,80.23,2.05,0.3
178559,52.04,52.01,178067,178067,0.06,47.95,50.3,1,0,15.19,19.51,80.23,2.05,0.3
179067,52.04,52.01,178067,178067,0.06,47.95,50.3,1,0,15.19,19.51,80.23,2.05,0.3
179574,52.05,52.03,179075,179075,0.01,47.95,50.3,1,0,15.29,19.51,80.23,2.05,0.3
180081,52.05,52.05,180075,180075,0.01,47.95,50.3,1,0,15.29,19.53,80.23,2.05,0.3
180588,52.17,52.05,180075,180075,0.01,47.95,50.3,1,0,15.1,19.53,80.23,2.05,0.3
181095,52.17,52.13,181075,181075,0.08,47.95,50.3,1,0,15.1,19.55,80.23,2.05,0.3
181603,52.25,52.13,181075,181075,0.08,47.95,50.3,1,0,15.06,19.55,80.23,2.05,0.3
182110,52.25,52.21,182075,182075,0.08,47.95,50.3,1,0,15.06,19.56,80.23,2.05,0.3
182618,52.25,52.21,182075,182075,0.08,47.95,50.3,1,0,15.06,19.56,80.23,2.05,0.3
183125,52.32,52.28,183075,183075,0.07,47.95,50.3,1,0,14.97,19.6,80.23,2.05,0.3
183632,52.32,52.28,183075,183075,0.07,47.95,50.3,1,0,14.97,19.6,80.23,2.05,0.3
184140,52.32,52.31,184075,184075,0.02,47.95,50.3,1,0,14.97,19.6,80.23,2.05,0.3
184647,52.32,52.31,184075,184075,0.02,47.95,50.3,1,0,14.97,19.6,80.23,2.05,0.3
185154,52.32,52.32,185075,185075,0.0,47.95,50.3,1,0,14.97,19.6,80.23,2.05,0.3
185673,52.35,52.32,185075,185075,0.0,47.95,50.3,1,0,14.82,19.6,80.23,2.05,0.3
186181,52.35,52.34,186075,186075,0.02,47.95,50.3,1,0,14.82,19.64,80.23,2.05,0.3
186688,52.35,52.34,186075,186075,0.02,47.95,50.3,1,0,14.82,19.64,80.23,2.05,0.3
187196,52.36,52.35,187075,187075,0.01,47.95,50.3,1,1,14.56,19.63,80.23,2.05,0.3
187703,52.36,52.35,187075,187075,0.01,47.95,50.3,1,1,14.56,19.63,80.23,2.05,0.3
188211,52.36,52.36,188075,188075,0.0,47.95,50.3,1,1,14.56,19.63,80.23,2.05,0.3
188718,52.38,52.36,188075,188075,0.0,47.95,50.3,1,1,14.21,19.63,80.23,2.05,0.3
189225,52.38,52.37,189075,189075,0.01,47.95,50.3,1,1,14.21,19.63,80.23,2.05,0.3
189733,52.48,52.37,189075,189075,0.01,47.95,50.3,1,1,15.51,19.63,80.23,2.05,0.3
190241,52.48,52.45,190075,190075,0.07,47.95,50.3,1,1,15.51,19.67,80.23,2.05,0.3
190749,52.48,52.45,190075,190075,0.07,47.95,50.3,1,1,15.51,19.67,80.23,2.05,0.3
191256,51.75,51.98,191075,191075,0.0,47.95,50.3,1,1,16.1,19.42,80.23,2.05,0.3
191764,51.75,51.98,191075,191075,0.0,47.95,50.3,1,1,16.1,19.42,80.23,2.05,0.3
192271,50.85,51.83,192075,192075,0.0,47.95,50.3,1,1,16.44,19.42,80.23,2.05,0.3
192779,50.85,51.83,192075,192075,0.0,47.95,50.3,1,1,16.44,19.42,80.23,2.05,0.3
193287,50.85,51.17,193075,193075,0.0,47.95,50.3,1,1,16.44,19.12,80.23,2.05,0.3
193795,50.85,51.17,193075,193075,0.0,47.95,50.3,1,1,16.44,19.12,80.23,2.05,0.3
194303,49.59,50.96,194075,194075,0.0,47.95,50.3,1,1,16.87,19.12,80.23,2.05,0.3
194810,49.59,50.96,194075,194075,0.0,47.95,50.3,1,1,16.87,19.12,80.23,2.05,0.3
195318,49.59,50.04,195075,195075,0.0,47.95,50.3,0,0,16.87,18.66,80.23,2.05,0.3
195825,49.59,50.04,195075,195075,0.0,47.95,50.3,0,0,16.87,18.66,80.23,2.05,0.3
196333,49.59,49.74,196075,196075,0.0,48.29,50.3,0,0,16.87,18.66,49.74,1.7,0.3
196840,48.27,49.74,196075,196075,0.0,48.29,50.3,0,0,16.83,18.66,49.74,1.7,0.3
197347,48.27,48.75,197075,197075,0.0,48.29,50.3,0,0,16.83,18.18,48.75,1.7,0.3
197855,48.27,48.75,197075,197075,0.0,48.29,50.3,0,0,16.83,18.18,48.75,1.7,0.3
198362,47.75,48.43,198075,198075,0.0,48.29,50.3,0,0,16.33,18.18,48.43,1.7,0.3
198869,47.75,48.43,198075,198075,0.0,48.29,50.3,0,0,16.33,18.18,48.43,1.7,0.3
199376,47.56,47.97,199075,199075,0.0,48.29,50.3,0,0,16.16,18.0,47.97,1.7,0.3
199884,47.56,47.97,199075,199075,0.0,48.29,50.3,0,0,16.16,18.0,47.97,1.7,0.3
200392,47.5,47.7,200077,200077,0.0,48.29,50.3,0,0,15.9,17.92,47.7,1.7,0.3
200899,47.5,47.7,200077,200077,0.0,48.29,50.3,0,0,15.9,17.92,47.7,1.7,0.3
201406,47.5,47.57,201077,201077,0.0,48.29,50.3,0,0,15.9,17.93,47.57,1.7,0.3
201914,47.5,47.57,201077,201077,0.0,48.29,50.3,0,0,15.9,17.93,47.57,1.7,0.3
202422,47.57,47.57,202077,202077,0.0,48.29,50.3,0,0,15.94,17.93,47.57,1.7,0.3
202929,47.57,47.57,202077,202077,0.0,48.29,50.3,0,0,15.94,17.93,47.57,1.7,0.3
203437,47.46,47.57,203077,203077,0.0,48.29,50.3,0,0,15.9,17.93,47.57,1.7,0.3
203944,47.46,47.57,203077,203077,0.0,48.29,50.3,0,0,15.9,17.93,47.57,1.7,0.3
204452,47.42,47.49,204077,204077,0.0,48.29,50.3,0,0,15.58,17.9,47.49,1.7,0.3
204959,47.42,47.49,204077,204077,0.0,48.29,50.3,0,0,15.58,17.9,47.49,1.7,0.3
205478,47.36,47.44,205078,205078,0.0,48.29,50.3,0,0,15.66,17.89,47.44,1.7,0.3
205986,47.36,47.44,205078,205078,0.0,48.29,50.3,0,0,15.66,17.89,47.44,1.7,0.3
206493,47.36,47.39,206079,206079,0.0,48.29,50.3,0,0,15.66,17.88,47.39,1.7,0.3
207000,47.38,47.39,206079,206079,0.0,48.29,50.3,0,0,15.97,17.88,47.39,1.7,0.3
207507,47.38,47.38,207079,207079,0.0,48.29,50.3,0,0,15.97,17.86,47.38,1.7,0.3
208014,47.41,47.38,207079,207079,0.0,48.29,50.3,0,0,16.38,17.86,47.38,1.7,0.3
208522,47.41,47.4,208079,208079,0.02,48.29,50.3,0,0,16.38,17.87,47.38,1.7,0.3
209030,47.41,47.4,208079,208079,0.02,48.29,50.3,0,0,16.38,17.87,47.38,1.7,0.3
209537,47.54,47.41,209079,209079,0.0,48.29,50.3,0,0,16.22,17.87,47.38,1.7,0.3
210045,47.54,47.41,209079,209079,0.0,48.29,50.3,0,0,16.22,17.87,47.38,1.7,0.3
210552,47.59,47.5,210079,210079,0.08,48.29,50.3,0,0,16.33,17.94,47.38,1.7,0.3
211059,47.59,47.5,210079,210079,0.08,48.29,50.3,0,0,16.33,17.94,47.38,1.7,0.3
211566,47.59,47.56,211079,211079,0.05,48.29,50.3,0,0,16.33,17.92,47.38,1.7,0.3
212074,47.75,47.56,211079,211079,0.05,48.29,50.3,0,0,16.59,17.92,47.38,1.7,0.3
212582,47.75,47.69,212082,212082,0.13,48.29,50.3,0,0,16.59,18.0,47.38,1.7,0.3
213090,47.89,47.82,213082,213082,0.13,48.29,50.3,0,0,16.66,18.05,47.38,1.7,0.3
213598,47.89,47.82,213082,213082,0.13,48.29,50.3,0,0,16.66,18.05,47.38,1.7,0.3
214106,47.97,47.92,214082,214082,0.09,48.29,50.3,0,0,16.79,18.08,47.38,1.7,0.3
214614,47.97,47.92,214082,214082,0.09,48.29,50.3,0,0,16.79,18.08,47.38,1.7,0.3
215121,48.05,47.95,215082,215082,0.03,48.29,50.3,0,0,17.07,18.08,47.38,1.7,0.3
215629,48.05,47.95,215082,215082,0.03,48.29,50.3,0,0,17.07,18.08,47.38,1.7,0.3
216137,48.05,48.02,216082,216082,0.06,48.29,50.3,0,0,17.07,18.1,47.38,1.7,0.3
216645,48.16,48.02,216082,216082,0.06,48.29,50.3,0,0,17.09,18.1,47.38,1.7,0.3
217153,48.16,48.11,217082,217082,0.09,48.29,50.3,0,0,17.09,18.16,47.38,1.7,0.3
217660,48.22,48.11,217082,217082,0.09,48.29,50.3,0,0,17.24,18.16,47.38,1.7,0.3
218168,48.22,48.19,218082,218082,0.07,48.29,50.3,0,0,17.24,18.14,47.38,1.7,0.3
218676,48.22,48.19,218082,218082,0.07,48.29,50.3,0,0,17.24,18.14,47.38,1.7,0.3
219184,48.22,48.21,219082,219082,0.02,48.29,50.3,0,0,17.24,18.14,47.38,1.7,0.3
219692,48.35,48.21,219082,219082,0.02,48.29,50.3,0,0,18.14,18.14,47.38,1.7,0.3
220199,48.35,48.3,220082,220082,0.09,48.29,50.3,1,0,18.14,18.22,47.38,1.7,0.3
220707,48.39,48.3,220082,220082,0.09,48.29,50.3,1,0,17.6,18.22,47.38,1.7,0.3
221215,48.39,48.36,221082,221082,0.05,48.29,50.5,1,0,17.6,18.23,48.36,1.7,0.5
221723,48.39,48.36,221082,221082,0.05,48.29,50.5,1,0,17.6,18.23,48.36,1.7,0.5
222234,48.39,48.38,222082,222082,0.01,48.29,50.5,1,0,17.6,18.23,48.38,1.7,0.5
222742,48.39,48.38,222082,222082,0.01,48.29,50.5,1,0,17.6,18.23,48.38,1.7,0.5
223250,48.39,48.39,223082,223082,0.0,48.29,50.5,1,0,17.6,18.23,48.39,1.7,0.5
223757,48.62,48.39,223082,223082,0.0,48.29,50.5,1,0,17.99,18.23,48.39,1.7,0.5
224265,48.62,48.54,224082,224082,0.15,48.29,50.5,1,0,17.99,18.34,48.54,1.7,0.5
224773,48.74,48.54,224082,224082,0.15,48.29,50.5,1,0,17.88,18.34,48.54,1.7,0.5
225280,48.74,48.68,225082,225082,0.13,48.29,50.5,1,0,17.88,18.35,48.68,1.7,0.5
225788,48.84,48.68,225082,225082,0.13,48.29,50.5,1,0,17.95,18.35,48.68,1.7,0.5
226296,48.84,48.78,226082,226082,0.1,48.29,50.5,1,0,17.95,18.39,48.78,1.7,0.5
226804,48.84,48.78,226082,226082,0.1,48.29,50.5,1,0,17.95,18.39,48.78,1.7,0.5
227315,48.84,48.82,227082,227082,0.03,48.29,50.5,1,0,17.95,18.39,48.82,1.7,0.5
227823,48.89,48.82,227082,227082,0.03,48.29,50.5,1,0,17.95,18.39,48.82,1.7,0.5
228331,48.89,48.87,228082,228082,0.04,48.29,50.5,0,0,17.95,18.42,48.87,1.7,0.5
228839,48.89,48.87,228082,228082,0.04,48.29,50.5,0,0,17.95,18.42,48.87,1.7,0.5
229346,48.97,48.94,229082,229082,0.06,48.72,50.5,0,0,17.86,18.45,48.94,1.27,0.5
229853,48.97,48.94,229082,229082,0.06,48.72,50.5,0,0,17.86,18.45,48.94,1.27,0.5
230360,48.97,48.96,230082,230082,0.02,48.72,50.5,0,0,17.86,18.45,48.94,1.27,0.5
230867,49.05,48.96,230082,230082,0.02,48.72,50.5,0,0,17.88,18.45,48.94,1.27,0.5
231375,49.05,49.02,231082,231082,0.06,48.72,50.5,0,0,17.88,18.49,48.94,1.27,0.5
231882,49.05,49.02,231082,231082,0.06,48.72,50.5,0,0,17.88,18.49,48.94,1.27,0.5
232389,49.19,49.04,232082,232082,0.02,48.72,50.5,0,0,17.71,18.49,48.94,1.27,0.5
232896,49.19,49.04,232082,232082,0.02,48.72,50.5,0,0,17.71,18.49,48.94,1.27,0.5
233404,49.23,49.14,233082,233082,0.09,48.72,50.5,1,0,17.8,18.53,48.94,1.27,0.5
233912,49.23,49.14,233082,233082,0.09,48.72,50.5,1,0,17.8,18.53,48.94,1.27,0.5
234420,49.23,49.2,234082,234082,0.05,48.72,50.54,1,0,17.8,18.53,49.2,1.27,0.54
234927,49.3,49.2,234082,234082,0.05,48.72,50.54,1,0,17.8,18.53,49.2,1.27,0.54
235435,49.3,49.26,235082,235082,0.06,48.72,50.54,1,0,17.8,18.57,49.26,1.27,0.54
235942,49.36,49.26,235082,235082,0.06,48.72,50.54,1,0,17.95,18.57,49.26,1.27,0.54
236449,49.36,49.33,236082,236082,0.06,48.72,50.54,1,0,17.95,18.6,49.33,1.27,0.54
236957,49.48,49.33,236082,236082,0.06,48.72,50.54,1,0,17.84,18.6,49.33,1.27,0.54
237465,49.48,49.43,237082,237082,0.1,48.72,50.54,1,0,17.84,18.63,49.43,1.27,0.54
237973,49.5,49.43,237082,237082,0.1,48.72,50.54,1,0,17.95,18.63,49.43,1.27,0.54
238481,49.5,49.48,238082,238082,0.04,48.72,50.54,1,0,17.95,18.65,49.48,1.27,0.54
238988,49.5,49.48,238082,238082,0.04,48.72,50.54,1,0,17.95,18.65,49.48,1.27,0.54
239496,49.61,49.56,239095,239095,0.08,48.72,50.54,1,0,17.93,18.67,49.56,1.27,0.54
240003,49.61,49.56,239095,239095,0.08,48.72,50.54,1,0,17.93,18.67,49.56,1.27,0.54
240510,49.67,49.59,240096,240096,0.02,48.72,50.54,1,0,17.67,18.67,49.59,1.27,0.54
241017,49.67,49.59,240096,240096,0.02,48.72,50.54,1,0,17.67,18.67,49.59,1.27,0.54
241525,49.73,49.65,241096,241096,0.05,48.72,50.54,0,0,17.54,18.7,49.65,1.27,0.54
242036,49.73,49.65,241096,241096,0.05,48.72,50.54,0,0,17.54,18.7,49.65,1.27,0.54
242544,49.73,49.7,242096,242096,0.05,48.96,50.54,0,0,17.54,18.71,49.7,1.03,0.54
243051,49.79,49.7,242096,242096,0.05,48.96,50.54,0,0,17.26,18.71,49.7,1.03,0.54
243558,49.79,49.76,243096,243096,0.06,48.96,50.54,0,0,17.26,18.74,49.7,1.03,0.54
244066,49.79,49.76,243096,243096,0.06,48.96,50.54,0,0,17.26,18.74,49.7,1.03,0.54
244574,49.89,49.78,244096,244096,0.02,48.96,50.54,0,0,17.48,18.74,49.7,1.03,0.54
245081,49.89,49.78,244096,244096,0.02,48.96,50.54,0,0,17.48,18.74,49.7,1.03,0.54
245589,49.89,49.85,245096,245096,0.07,48.96,50.54,0,0,17.48,18.77,49.7,1.03,0.54
246097,49.89,49.88,246096,246096,0.02,48.96,50.54,1,0,17.48,18.77,49.7,1.03,0.54
246605,49.96,49.88,246096,246096,0.02,48.96,50.54,1,0,17.65,18.77,49.7,1.03,0.54
247116,49.96,49.93,247096,247096,0.05,48.96,50.47,1,0,17.65,18.81,49.93,1.03,0.47
247624,49.96,49.93,247096,247096,0.05,48.96,50.47,1,0,17.65,18.81,49.93,1.03,0.47
248131,50.08,50.03,248096,248096,0.1,48.96,50.47,1,0,17.58,18.86,50.03,1.03,0.47
248639,50.08,50.03,248096,248096,0.1,48.96,50.47,1,0,17.58,18.86,50.03,1.03,0.47
249147,50.08,50.06,249097,249097,0.03,48.96,50.47,1,0,17.58,18.86,50.06,1.03,0.47
249654,50.1,50.06,249097,249097,0.03,48.96,50.47,1,0,17.56,18.86,50.06,1.03,0.47
250161,50.1,50.09,250097,250097,0.02,48.96,50.47,1,0,17.56,18.84,50.09,1.03,0.47
250668,50.19,50.09,250097,250097,0.02,48.96,50.47,1,0,17.58,18.84,50.09,1.03,0.47
251175,50.19,50.16,251097,251097,0.06,48.96,50.47,1,0,17.58,18.88,50.16,1.03,0.47
251683,50.19,50.16,251097,251097,0.06,48.96,50.47,1,0,17.58,18.88,50.16,1.03,0.47
252191,50.19,50.18,252099,252099,0.02,48.96,50.47,1,0,17.58,18.88,50.18,1.03,0.47
252698,50.19,50.18,252099,252099,0.02,48.96,50.47,1,0,17.58,18.88,50.18,1.03,0.47
253206,50.19,50.18,253099,253099,0.0,48.96,50.47,1,0,17.58,18.88,50.18,1.03,0.47
253713,50.19,50.18,253099,253099,0.0,48.96,50.47,1,0,17.58,18.88,50.18,1.03,0.47
254221,50.36,50.3,254099,254099,0.11,48.96,50.47,0,0,17.0,18.93,50.3,1.03,0.47
254729,50.36,50.3,254099,254099,0.11,48.96,50.47,0,0,17.0,18.93,50.3,1.03,0.47
255236,50.43,50.39,255099,255099,0.08,49.07,50.47,0,0,17.56,18.97,50.39,0.92,0.47
255743,50.43,50.39,255099,255099,0.08,49.07,50.47,0,0,17.56,18.97,50.39,0.92,0.47
256250,50.43,50.42,256099,256099,0.02,49.07,50.47,0,0,17.56,18.97,50.39,0.92,0.47
256757,50.43,50.42,256099,256099,0.02,49.07,50.47,0,0,17.56,18.97,50.39,0.92,0.47
257264,50.5,50.47,257101,257101,0.05,49.07,50.47,0,0,17.28,18.98,50.39,0.92,0.47
257771,50.5,50.47,257101,257101,0.05,49.07,50.47,0,0,17.28,18.98,50.39,0.92,0.47
258278,50.53,50.49,258101,258101,0.01,49.07,50.47,0,0,17.24,18.98,50.39,0.92,0.47
258785,50.53,50.49,258101,258101,0.01,49.07,50.47,0,0,17.24,18.98,50.39,0.92,0.47
259292,50.53,50.52,259101,259101,0.03,49.07,50.47,1,0,17.24,18.98,50.39,0.92,0.47
259799,50.53,50.52,259101,259101,0.03,49.07,50.47,1,0,17.24,18.98,50.39,0.92,0.47
260306,50.59,50.57,260101,260101,0.04,49.07,50.31,1,0,17.35,19.01,50.57,0.92,0.31
260813,50.59,50.57,260101,260101,0.04,49.07,50.31,1,0,17.35,19.01,50.57,0.92,0.31
261320,50.62,50.58,261101,261101,0.01,49.07,50.31,1,0,17.39,19.01,50.58,0.92,0.31
261827,50.62,50.58,261101,261101,0.01,49.07,50.31,1,0,17.39,19.01,50.58,0.92,0.31
262334,50.62,50.61,262104,262104,0.02,49.07,50.31,1,0,17.39,19.04,50.61,0.92,0.31
262841,50.66,50.61,262104,262104,0.02,49.07,50.31,1,0,17.43,19.04,50.61,0.92,0.31
263348,50.66,50.64,263105,263105,0.03,49.07,50.31,1,0,17.43,19.07,50.64,0.92,0.31
263855,50.69,50.64,263105,263105,0.03,49.07,50.31,1,0,17.39,19.07,50.64,0.92,0.31
264363,50.69,50.67,264105,264105,0.02,49.07,50.31,1,0,17.39,19.05,50.67,0.92,0.31
264871,50.72,50.67,264105,264105,0.02,49.07,50.31,1,0,17.3,19.05,50.67,0.92,0.31
265378,50.72,50.71,265105,265105,0.03,49.07,50.31,1,0,17.3,19.05,50.71,0.92,0.31
265885,50.74,50.71,265105,265105,0.03,49.07,50.31,1,0,17.35,19.05,50.71,0.92,0.31
266392,50.74,50.73,266105,266105,0.02,49.07,50.31,1,0,17.35,19.07,50.73,0.92,0.31
266899,50.74,50.73,266105,266105,0.02,49.07,50.31,1,0,17.35,19.07,50.73,0.92,0.31
267406,50.74,50.73,267105,267105,0.0,49.07,50.31,1,0,17.11,19.05,50.73,0.92,0.31
267913,50.74,50.73,267105,267105,0.0,49.07,50.31,1,0,17.11,19.05,50.73,0.92,0.31
268420,50.78,50.74,268105,268105,0.0,49.07,50.31,1,0,17.07,19.05,50.74,0.92,0.31
268927,50.78,50.74,268105,268105,0.0,49.07,50.31,1,0,17.07,19.05,50.74,0.92,0.31
269434,50.78,50.76,269105,269105,0.02,49.07,50.31,1,0,17.07,19.08,50.76,0.92,0.31
269941,50.78,50.76,269105,269105,0.02,49.07,50.31,1,0,17.07,19.08,50.76,0.92,0.31
270448,50.78,50.77,270105,270105,0.0,49.07,50.31,1,0,17.07,19.08,50.77,0.92,0.31
270955,50.78,50.77,270105,270105,0.0,49.07,50.31,1,0,17.07,19.08,50.77,0.92,0.31
271462,50.86,50.78,271105,271105,0.0,49.07,50.31,1,0,16.89,19.08,50.78,0.92,0.31
271969,50.86,50.78,271105,271105,0.0,49.07,50.31,1,0,16.89,19.08,50.78,0.92,0.31
272476,50.86,50.83,272105,272105,0.05,49.07,50.31,1,0,16.89,19.11,50.83,0.92,0.31
272983,50.86,50.83,272105,272105,0.05,49.07,50.31,1,0,16.89,19.11,50.83,0.92,0.31
273490,50.92,50.89,273105,273105,0.05,49.07,50.31,1,0,16.76,19.15,50.89,0.92,0.31
273997,50.92,50.89,273105,273105,0.05,49.07,50.31,1,0,16.76,19.15,50.89,0.92,0.31
274504,50.92,50.91,274105,274105,0.01,49.07,50.31,1,0,16.76,19.15,50.91,0.92,0.31
275011,50.92,50.91,274105,274105,0.01,49.07,50.31,1,0,16.76,19.15,50.91,0.92,0.31
275518,50.92,50.92,275105,275105,0.0,49.07,50.31,1,0,16.76,19.15,50.92,0.92,0.31
276025,50.92,50.92,275105,275105,0.0,49.07,50.31,1,0,16.68,19.15,50.92,0.92,0.31
276532,50.92,50.92,276105,276105,0.0,49.07,50.31,1,0,16.68,19.14,50.92,0.92,0.31
277039,50.94,50.92,276105,276105,0.0,49.07,50.31,1,0,16.51,19.14,50.92,0.92,0.31
277546,50.94,50.94,277105,277105,0.01,49.07,50.31,1,0,16.51,19.15,50.94,0.92,0.31
278054,50.94,50.94,277105,277105,0.01,49.07,50.31,1,0,16.51,19.15,50.94,0.92,0.31
278562,50.97,50.94,278105,278105,0.0,49.07,50.31,1,0,16.2,19.15,50.94,0.92,0.31
279069,50.97,50.94,278105,278105,0.0,49.07,50.31,1,0,16.2,19.15,50.94,0.92,0.31
279576,50.97,50.96,279105,279105,0.02,49.07,50.31,1,0,16.2,19.15,50.96,0.92,0.31
280083,50.97,50.96,279105,279105,0.02,49.07,50.31,1,0,16.79,19.15,50.96,0.92,0.31
280590,50.97,50.97,280105,280105,0.0,49.07,50.31,1,0,16.79,19.15,50.97,0.92,0.31
281098,51.0,50.97,280105,280105,0.0,49.07,50.31,1,0,16.12,19.15,50.97,0.92,0.31
281606,51.0,50.99,281110,281110,0.01,49.07,50.31,1,0,16.12,19.15,50.99,0.92,0.31
282113,51.0,50.99,282110,282110,0.0,49.07,50.31,1,0,16.12,19.15,50.99,0.92,0.31
282620,50.96,50.99,282110,282110,0.0,49.07,50.31,1,0,15.86,19.15,50.99,0.92,0.31
283127,50.96,50.97,283110,283110,0.0,49.07,50.31,1,0,15.86,19.14,50.99,0.92,0.31
283634,50.96,50.97,283110,283110,0.0,49.07,50.31,1,0,15.86,19.14,50.99,0.92,0.31
284142,51.03,50.96,284110,284110,0.0,49.07,50.31,1,0,15.99,19.14,50.99,0.92,0.31
284650,51.03,50.96,284110,284110,0.0,49.07,50.31,1,0,15.99,19.14,50.99,0.92,0.31
285157,51.03,51.0,285110,285110,0.04,49.07,50.31,1,0,15.99,19.17,51.0,0.92,0.31
285664,51.02,51.0,285110,285110,0.04,49.07,50.31,1,0,15.49,19.17,51.0,0.92,0.31
286171,51.02,51.02,286110,286110,0.01,49.07,50.31,1,0,15.49,19.16,51.02,0.92,0.31
286678,51.01,51.02,286110,286110,0.01,49.07,50.31,1,0,14.9,19.16,51.02,0.92,0.31
287185,51.01,51.01,287110,287110,0.0,49.07,50.31,1,0,14.9,19.17,51.02,0.92,0.31
287693,51.05,51.01,287110,287110,0.0,49.07,50.31,1,0,15.55,19.17,51.02,0.92,0.31
288200,51.05,51.04,288110,288110,0.02,49.07,50.31,1,0,15.55,19.19,51.04,0.92,0.31
288707,51.05,51.04,288110,288110,0.02,49.07,50.31,1,0,15.55,19.19,51.04,0.92,0.31
289214,51.03,51.05,289110,289110,0.0,49.07,50.31,1,0,15.34,19.19,51.05,0.92,0.31
289721,51.03,51.05,289110,289110,0.0,49.07,50.31,1,0,15.34,19.19,51.05,0.92,0.31
