timestamp,raw_hum,target_hum,turn_on_thres,turn_off_thres,peltier,cold_fan,ntc_temp,dew_point,state_elapsed_ms,profile,condensing_started,fan_boost_allowed,sht30_temp
24285,69.73,43.0,42.7,43.3,0,0,28.51,25.21,24000,1,0,1,31.42
24791,69.73,43.0,42.7,43.3,0,0,28.51,25.22,24500,1,0,1,31.42
25297,69.71,43.0,42.7,43.3,0,0,28.37,25.19,25000,1,0,1,31.4
25803,69.67,43.0,42.7,43.3,0,0,28.53,25.19,25500,1,0,1,31.38
26309,69.67,43.0,42.7,43.3,0,0,28.53,25.16,26000,1,0,1,31.38
26815,69.63,43.0,42.7,43.3,0,0,28.67,25.16,26500,1,0,1,31.41
27321,69.63,43.0,42.7,43.3,0,0,28.67,25.18,27000,1,0,1,31.41
27828,69.63,43.0,42.7,43.3,0,0,28.67,25.18,27500,1,0,1,31.41
28335,69.65,43.0,42.7,43.3,0,0,28.53,25.18,28000,1,0,1,31.41
28841,69.65,43.0,42.7,43.3,0,0,28.53,25.18,28500,1,0,1,31.41
29347,69.62,43.0,42.7,43.3,0,0,28.65,25.17,29000,1,0,1,31.4
29853,69.62,43.0,42.7,43.3,0,0,28.65,25.17,29517,1,0,1,31.4
30359,69.56,43.0,42.7,43.3,1,0,28.69,25.17,0,1,0,1,31.41
30865,69.56,43.0,42.7,43.3,1,0,28.69,25.16,500,1,0,1,31.41
31371,69.56,43.0,42.7,43.3,1,0,28.71,25.16,1000,1,0,1,31.41
31877,69.56,43.0,42.7,43.3,1,0,28.69,25.16,1500,1,0,1,31.44
32383,69.56,43.0,42.7,43.3,1,0,28.69,25.19,2000,1,0,1,31.44
32889,69.57,43.0,42.7,43.3,1,0,28.58,25.19,2500,1,0,1,31.41
33395,69.57,43.0,42.7,43.3,1,0,28.58,25.17,3000,1,0,1,31.41
33901,69.57,43.0,42.7,43.3,1,0,28.58,25.17,3500,1,0,1,31.41
34407,69.57,43.0,42.7,43.3,1,0,28.58,25.17,4000,1,0,1,31.41
34913,69.51,43.0,42.7,43.3,1,0,28.42,25.17,4500,1,0,1,31.41
35419,69.5,43.0,42.7,43.3,1,0,28.4,25.15,5000,1,0,1,31.42
35925,69.5,43.0,42.7,43.3,1,0,28.4,25.16,5500,1,0,1,31.42
36431,69.48,43.0,42.7,43.3,1,0,28.31,25.16,6000,1,0,1,31.41
36937,69.48,43.0,42.7,43.3,1,0,28.31,25.14,6500,1,0,1,31.41
37443,69.44,43.0,42.7,43.3,1,0,27.95,25.14,7000,1,0,1,31.41
37949,69.44,43.0,42.7,43.3,1,0,27.95,25.14,7500,1,0,1,31.41
38455,69.45,43.0,42.7,43.3,1,0,28.08,25.15,8000,1,0,1,31.42
