timestamp,raw_hum,target_hum,turn_on_thres,turn_off_thres,peltier,cold_fan,ntc_temp,dew_point,state_elapsed_ms,profile,condensing_started,fan_boost_allowed,sht30_temp
17722,70.7,35.0,34.9,35.3,1,0,30.87,25.81,2000,0,0,1,31.8
18228,70.68,35.0,34.9,35.3,1,0,30.57,25.81,2500,0,0,1,31.8
18734,70.68,35.0,34.9,35.3,1,0,30.57,25.81,3000,0,0,1,31.8
19240,70.72,35.0,34.9,35.3,1,0,30.66,25.83,3500,0,0,1,31.82
19746,70.71,35.0,34.9,35.3,1,0,30.52,25.83,4000,0,0,1,31.8
20252,70.74,35.0,34.9,35.3,1,0,30.48,25.82,4500,0,0,1,31.79
20758,70.74,35.0,34.9,35.3,1,0,30.48,25.81,5000,0,0,1,31.79
21264,70.74,35.0,34.9,35.3,1,0,30.48,25.81,5500,0,0,1,31.79
21770,70.78,35.0,34.9,35.3,1,0,30.41,25.85,6000,0,0,1,31.82
22276,70.74,35.0,34.9,35.3,1,0,30.24,25.82,6500,0,0,1,31.8
22782,70.83,35.0,34.9,35.3,1,0,30.11,25.82,7000,0,0,1,31.83
23288,70.83,35.0,34.9,35.3,1,0,30.11,25.87,7500,0,0,1,31.83
23794,70.83,35.0,34.9,35.3,1,0,30.11,25.87,8000,0,0,1,31.83
24300,70.85,35.0,34.9,35.3,1,0,30.08,25.88,8509,0,0,1,31.83
24806,70.85,35.0,34.9,35.3,1,0,30.08,25.88,9009,0,0,1,31.83
25312,70.87,35.0,34.9,35.3,1,0,30.24,25.88,9509,0,0,1,31.82
25818,70.87,35.0,34.9,35.3,1,0,30.24,25.87,10009,0,0,1,31.82
26324,70.87,35.0,34.9,35.3,1,0,30.24,25.87,10509,0,0,1,31.82
26830,70.87,35.0,34.9,35.3,1,0,30.24,25.87,11009,0,0,1,31.82
27336,70.87,35.0,34.9,35.3,1,0,30.24,25.87,11509,0,0,1,31.82
27842,70.87,35.0,34.9,35.3,1,0,30.24,25.87,12009,0,0,1,31.82
28348,70.87,35.0,34.9,35.3,1,0,30.24,25.87,12509,0,0,1,31.82
28854,70.92,35.0,34.9,35.3,1,0,29.19,25.87,13009,0,0,1,31.83
29360,70.92,35.0,34.9,35.3,1,0,29.19,25.89,13509,0,0,1,31.83
29866,70.96,35.0,34.9,35.3,1,0,28.53,25.89,14009,0,0,1,31.86
30372,70.96,35.0,34.9,35.3,1,0,28.53,25.93,14509,0,0,1,31.86
30878,70.98,35.0,34.9,35.3,1,0,28.78,25.93,15009,0,0,1,31.83
31384,70.99,35.0,34.9,35.3,1,0,28.78,25.91,15509,0,0,1,31.83
31890,70.99,35.0,34.9,35.3,1,0,28.78,25.91,16009,0,0,1,31.83
32396,71.02,35.0,34.9,35.3,1,0,29.05,25.92,16509,0,0,1,31.83
32902,71.05,35.0,34.9,35.3,1,0,28.35,25.92,17009,0,0,1,31.86
33408,71.05,35.0,34.9,35.3,1,0,28.35,25.95,17509,0,0,1,31.86
33914,71.05,35.0,34.9,35.3,1,0,28.35,25.95,18009,0,0,1,31.86
34420,71.05,35.0,34.9,35.3,1,0,28.35,25.95,18509,0,0,1,31.86
34926,71.04,35.0,34.9,35.3,1,0,28.51,25.95,19009,0,0,1,31.82
35432,71.04,35.0,34.9,35.3,1,0,28.51,25.91,19509,0,0,1,31.82
35938,71.04,35.0,34.9,35.3,1,0,27.83,25.91,20009,0,0,1,31.85
36444,71.04,35.0,34.9,35.3,1,0,27.83,25.94,20509,0,0,1,31.85
36950,71.05,35.0,34.9,35.3,1,0,27.63,25.94,21009,0,0,1,31.85
37456,71.05,35.0,34.9,35.3,1,0,27.63,25.94,21509,0,0,1,31.85
37962,71.12,35.0,34.9,35.3,1,0,27.34,25.94,22009,0,0,1,31.86
38468,71.12,35.0,34.9,35.3,1,0,27.34,25.97,22509,0,0,1,31.86
38974,71.1,35.0,34.9,35.3,1,0,27.18,25.97,23009,0,0,1,31.87
39480,71.1,35.0,34.9,35.3,1,0,27.18,25.98,23509,0,0,1,31.87
39986,71.12,35.0,34.9,35.3,1,0,27.05,25.98,24009,0,0,1,31.87
40492,71.12,35.0,34.9,35.3,1,0,27.05,25.98,24509,0,0,1,31.87
40999,71.12,35.0,34.9,35.3,1,0,27.05,25.98,25009,0,0,1,31.87
41505,71.14,35.0,34.9,35.3,1,0,26.85,25.98,25509,0,0,1,31.87
42011,71.12,35.0,34.9,35.3,1,0,26.54,25.96,26510,0,0,1,31.85
42517,71.12,35.0,34.9,35.3,1,0,26.54,25.96,27010,0,0,1,31.85
43023,71.12,35.0,34.9,35.3,1,0,26.54,25.96,27510,0,0,1,31.85
43537,71.13,35.0,34.9,35.3,1,0,26.29,25.96,28010,0,0,1,31.85
44044,71.13,35.0,34.9,35.3,1,0,26.29,25.96,28510,0,0,1,31.85
44550,71.1,35.0,34.9,35.3,1,0,26.14,25.98,29010,0,0,1,31.87
45056,71.14,35.0,34.9,35.3,1,0,25.7,26.0,29510,0,0,1,31.89
45562,71.14,35.0,34.9,35.3,1,0,25.7,26.0,30010,0,0,1,31.89
46068,71.12,35.0,34.9,35.3,1,0,26.01,25.97,30510,0,0,1,31.86
46574,71.1,35.0,34.9,35.3,1,0,25.72,25.95,31013,0,0,1,31.85
47080,71.1,35.0,34.9,35.3,1,0,25.72,25.95,31513,0,0,1,31.85
47586,71.11,35.0,34.9,35.3,1,0,25.54,25.97,32013,0,0,1,31.86
48092,71.11,35.0,34.9,35.3,1,0,25.54,25.97,32513,0,0,1,31.86
48598,71.1,35.0,34.9,35.3,1,0,25.47,25.96,33013,0,0,1,31.86
49104,71.08,35.0,34.9,35.3,1,0,25.34,25.97,33518,0,0,1,31.87
49610,71.09,35.0,34.9,35.3,1,0,25.17,25.97,34018,0,0,1,31.87
50116,71.09,35.0,34.9,35.3,1,0,25.1,25.97,34518,0,0,1,31.86
50622,71.08,35.0,34.9,35.3,1,0,25.19,25.96,35018,0,0,1,31.85
51128,71.08,35.0,34.9,35.3,1,0,25.19,25.95,35518,0,0,1,31.85
51634,71.06,35.0,34.9,35.3,1,0,25.01,25.98,36020,0,0,1,31.89
52140,71.06,35.0,34.9,35.3,1,0,24.81,25.95,36520,0,0,1,31.86
52646,71.08,35.0,34.9,35.3,1,0,24.77,25.96,37020,0,0,1,31.86
53152,71.07,35.0,34.9,35.3,1,0,25.14,25.97,37520,0,0,1,31.87
53658,71.03,35.0,34.9,35.3,1,0,24.68,25.96,38020,0,0,1,31.87
54164,71.03,35.0,34.9,35.3,1,0,24.51,25.96,38520,0,0,1,31.87
54670,71.02,35.0,34.9,35.3,1,0,24.33,25.96,39020,0,1,1,31.87
55176,71.03,35.0,34.9,35.3,1,0,24.33,25.96,39520,0,1,1,31.87
